Campaign_ID,Age_ID,Content_ID,Gender_ID,Platform_ID,Region_ID,Date_ID,Budget,Clicks,CTR,CPC,Conversions,CPA,Conversion_Rate,Duration,Revenue,Spend,ROAS,Impressions
C1900,3,3,2,1,2,79,6970,1562,0.5014,4.46,1530,4.56,0.9795,15,73440,7039.7,10.43,3115
C1108,2,1,2,5,4,317,7010,271,0.0849,25.87,41,170.98,0.1513,11,2665,7080.1,0.38,3191
C2071,4,4,3,5,3,23,7120,903,0.1705,7.88,471,15.12,0.5216,18,28260,6835.2,4.13,5296
C6095,2,1,3,4,1,127,3750,1251,0.176,3.0,29,129.31,0.0232,13,1682,3825.0,0.44,7107
C5045,3,4,3,2,5,183,6950,407,0.1886,17.08,237,29.32,0.5823,26,46689,7297.5,6.4,2158
C4555,2,4,2,3,5,80,4200,661,0.1647,6.35,597,7.04,0.9032,21,46566,4200.0,11.09,4013
C4793,3,1,1,5,5,73,5700,1398,0.5603,4.08,34,167.65,0.0243,8,6256,5415.0,1.16,2495
C2048,5,2,1,5,1,26,3540,168,0.0557,21.07,35,101.14,0.2083,15,5600,3540.0,1.58,3016
C4845,5,2,2,2,2,124,4590,63,0.0222,72.86,48,95.62,0.7619,25,1776,4681.8,0.38,2837
C9774,5,1,1,3,3,264,5600,236,0.0491,23.73,33,169.7,0.1398,9,1584,5656.0,0.28,4806
C5042,5,4,3,3,3,178,2470,1187,0.3746,2.08,100,24.7,0.0842,30,7300,2519.4,2.9,3168
C1725,1,3,1,2,2,279,6950,1929,0.2497,3.6,1755,3.96,0.9098,17,198315,6880.5,28.82,7725
C3371,2,4,3,4,4,268,5520,1922,0.2725,2.87,1727,3.2,0.8985,23,127798,5740.8,22.26,7053
C3637,4,3,2,4,3,31,4830,1936,0.3735,2.49,1529,3.16,0.7898,10,131494,5071.5,25.93,5183
C6261,3,3,3,4,4,186,2060,1589,0.4064,1.3,600,3.43,0.3776,26,19800,2039.4,9.71,3909
C5561,1,3,3,3,4,37,9040,106,0.0166,85.28,68,132.94,0.6415,25,8636,9130.4,0.95,6385
C2077,4,1,3,5,3,75,7510,880,0.6827,8.53,820,9.16,0.9318,25,141860,7885.5,17.99,1288
C8057,5,1,1,5,4,216,2500,140,0.0146,17.86,137,18.25,0.9786,28,25482,2575.0,9.9,9589
C1737,4,4,2,3,4,39,4920,413,0.1405,11.91,90,54.67,0.2179,27,11790,4723.2,2.5,2939
C1505,5,1,3,2,2,322,8810,1778,0.2963,4.96,978,9.01,0.5501,25,124206,8898.1,13.96,6000
C2719,2,2,3,3,3,44,7620,1730,0.7786,4.4,231,32.99,0.1335,10,31878,8001.0,3.98,2221
C7735,2,3,2,3,3,78,9420,1006,0.3327,9.36,682,13.81,0.6779,18,109120,9325.8,11.7,3023
C6972,5,4,1,3,1,125,7760,111,0.0229,69.91,76,102.11,0.6847,19,9576,7604.8,1.26,4847
C5312,3,2,3,2,4,268,5570,136,0.0247,40.96,76,73.29,0.5588,24,6764,5291.5,1.28,5506
C1783,2,2,3,1,3,18,2080,1180,0.3513,1.76,1041,2.0,0.8822,8,173847,1976.0,87.98,3358
C3792,5,4,2,1,2,263,6230,1226,0.1735,5.08,481,12.95,0.3923,23,68783,6354.6,10.82,7066
C9836,4,4,2,4,1,68,8280,451,0.0656,18.36,145,57.1,0.3215,17,5220,8362.8,0.62,6874
C4093,3,1,2,5,1,165,7880,1644,0.8621,4.79,320,24.62,0.1946,8,15360,7880.0,1.95,1906
C9838,1,3,2,3,1,182,4940,609,0.062,8.11,225,21.96,0.3695,17,29250,5088.2,5.75,9822
C1176,4,3,1,1,4,122,9150,1103,0.3458,8.3,403,22.7,0.3654,25,47554,9058.5,5.25,3189
C7530,2,3,3,5,5,212,7750,287,0.0292,27.0,192,40.36,0.669,25,7104,7362.5,0.96,9828
C7692,2,4,3,5,3,242,2280,1116,0.2535,2.04,102,22.35,0.0914,18,19176,2325.6,8.25,4402
C7432,1,4,1,2,1,180,8920,121,0.0486,73.72,40,223.0,0.3306,16,6800,8920.0,0.76,2489
C8177,5,1,3,3,2,314,3350,904,0.1709,3.71,81,41.36,0.0896,10,2592,3450.5,0.75,5289
C1378,4,2,1,1,1,52,3280,74,0.0504,44.32,53,61.89,0.7162,30,1643,3148.8,0.52,1468
C7959,2,4,2,2,2,122,3450,254,0.0474,13.58,14,246.43,0.0551,21,2212,3346.5,0.66,5358
C2638,5,1,1,4,1,33,3180,972,0.0998,3.27,546,5.82,0.5617,15,57876,3339.0,17.33,9739
C5910,1,1,3,1,1,176,4310,577,0.1408,7.47,188,22.93,0.3258,7,20868,4223.8,4.94,4098
C9293,4,4,3,1,1,12,8820,1322,0.7776,6.67,61,144.59,0.0461,16,6832,9172.8,0.74,1700
C2716,2,2,3,1,3,96,6260,1549,1.2008,4.04,665,9.41,0.4293,21,99750,6385.2,15.62,1289
C9055,3,1,3,5,3,327,3850,129,0.0155,29.84,101,38.12,0.7829,30,7373,3850.0,1.92,8322
C2772,1,3,3,1,2,54,9150,826,0.1379,11.08,40,228.75,0.0484,18,4960,9516.0,0.52,5989
C2972,2,1,2,4,3,54,4540,1125,0.2015,4.04,191,23.77,0.1698,7,34762,4449.2,7.81,5583
C2481,4,1,2,1,5,137,8510,681,0.2304,12.5,636,13.38,0.9339,7,52152,8424.9,6.19,2955
C5611,3,1,2,3,3,273,6300,663,0.0861,9.5,446,14.13,0.6727,19,37018,6489.0,5.7,7700
C7572,5,1,1,5,1,305,4660,729,0.0999,6.39,70,66.57,0.096,25,9870,4706.6,2.1,7297
C4973,2,1,2,1,2,201,4610,1114,0.235,4.14,159,28.99,0.1427,15,25281,4471.7,5.65,4740
C4744,2,1,1,5,5,80,6980,1494,0.4468,4.67,510,13.69,0.3414,29,74970,6631.0,11.31,3343
C1946,2,1,3,5,1,316,2030,715,0.1761,2.84,537,3.78,0.751,14,81624,1928.5,42.33,4060
C7586,3,1,1,3,5,210,3760,459,0.1544,8.19,285,13.19,0.6209,9,44460,3684.8,12.07,2972
C1127,3,4,2,1,5,154,2290,1109,0.68,2.06,71,32.25,0.064,9,6603,2381.6,2.77,1630
C6136,5,1,1,5,1,107,6100,1597,0.2081,3.82,52,117.31,0.0326,26,2756,6344.0,0.43,7674
C2281,1,3,2,3,5,74,2850,1962,0.1968,1.45,312,9.13,0.159,14,23088,2707.5,8.53,9969
C9118,3,2,2,2,1,285,2510,344,0.0468,7.3,220,11.41,0.6395,21,43340,2459.8,17.62,7350
C6880,4,2,3,3,3,87,9880,927,0.1895,10.66,521,18.96,0.562,24,75545,9781.2,7.72,4891
C6366,5,2,2,4,1,144,8240,327,0.0485,25.2,292,28.22,0.893,11,41464,8157.6,5.08,6742
C3759,1,1,3,3,1,319,4610,1879,0.402,2.45,867,5.32,0.4614,11,125715,4610.0,27.27,4674
C3041,5,3,1,3,1,161,4380,348,0.0642,12.59,227,19.3,0.6523,12,25651,4248.6,6.04,5420
C4336,5,2,2,4,1,230,4930,1192,0.1204,4.14,135,36.52,0.1133,27,4590,5028.6,0.91,9900
C9305,2,3,3,2,2,187,9150,1038,0.21,8.82,80,114.38,0.0771,28,4240,9150.0,0.46,4942
C3508,1,2,3,3,5,61,3060,487,0.136,6.28,339,9.03,0.6961,22,55935,2907.0,19.24,3580
C9092,1,1,3,1,3,285,3720,1751,0.7305,2.12,80,46.5,0.0457,20,15200,3868.8,3.93,2396
C3215,3,2,2,1,4,285,3080,337,0.0648,9.14,37,83.24,0.1098,8,1369,3110.8,0.44,5200
C4306,1,2,1,4,2,62,9330,992,0.295,9.41,547,17.06,0.5514,15,91896,9330.0,9.85,3362
C5802,1,2,2,1,5,222,3890,1343,0.2646,2.9,1135,3.43,0.8451,12,53345,3773.3,14.14,5075
C4892,4,1,3,5,1,60,6320,782,0.1964,8.08,367,17.22,0.4693,16,49178,6572.8,7.48,3981
C5299,3,1,2,3,1,330,3310,957,0.1585,3.46,291,11.37,0.3041,28,34338,3177.6,10.81,6037
C5700,5,2,1,2,4,202,2110,1157,0.1357,1.82,183,11.53,0.1582,16,35319,2131.1,16.57,8526
C2361,3,1,1,2,2,185,7070,430,0.0456,16.44,238,29.71,0.5535,7,37604,7423.5,5.07,9429
C5324,3,1,1,2,2,54,4080,1369,0.1374,2.98,1299,3.14,0.9489,11,200046,4120.8,48.55,9963
C1822,1,1,3,3,2,28,9960,465,0.0986,21.42,176,56.59,0.3785,17,12672,9860.4,1.29,4716
C1510,2,2,2,1,5,68,7900,1604,0.3808,4.93,958,8.25,0.5973,25,98674,8295.0,11.9,4212
C5404,3,4,3,3,1,28,5340,1176,0.2106,4.54,97,55.05,0.0825,16,13095,5073.0,2.58,5584
C3108,3,3,3,4,2,12,9730,497,0.1624,19.58,51,190.78,0.1026,29,4080,9438.1,0.43,3060
C7169,5,2,3,4,4,223,2460,813,0.0961,3.03,609,4.04,0.7491,29,67599,2484.6,27.21,8459
C4316,4,4,2,3,4,322,4690,686,0.1717,6.84,207,22.66,0.3017,28,9108,4924.5,1.85,3995
C8539,3,3,3,1,1,108,2280,326,0.0758,6.99,131,17.4,0.4018,21,14279,2348.4,6.08,4300
C4251,1,1,1,5,5,147,6680,1345,0.9655,4.97,545,12.26,0.4052,26,59405,6947.2,8.55,1393
C9343,1,1,2,1,1,328,6960,553,0.1418,12.59,204,34.12,0.3689,21,8772,7308.0,1.2,3899
C2960,2,3,3,4,3,197,5730,1769,0.2696,3.24,501,11.44,0.2832,22,77655,5500.8,14.12,6561
C2041,4,3,2,2,1,262,4820,1855,0.2154,2.6,1410,3.42,0.7601,22,57810,4964.6,11.64,8611
C9739,3,4,2,3,4,333,5610,1272,0.4032,4.41,823,6.82,0.647,20,50203,5778.3,8.69,3154
C5312,5,1,2,4,4,236,5040,717,0.1881,7.03,291,17.32,0.4059,28,48306,5140.8,9.4,3811
C1238,3,3,1,1,5,184,4940,839,0.2009,5.89,389,12.7,0.4636,12,17505,4989.4,3.51,4176
C2337,3,2,3,4,3,187,5010,1394,0.1841,3.59,798,6.28,0.5725,12,158802,5260.5,30.19,7571
C2998,4,2,2,3,3,185,7850,1439,0.6306,5.46,1088,7.22,0.7561,15,78336,7850.0,9.98,2281
C9868,2,1,1,1,4,251,6030,1292,0.151,4.67,1034,5.83,0.8003,13,117876,5788.8,20.36,8556
C3107,1,1,3,2,1,178,4760,1968,0.2412,2.42,1705,2.79,0.8664,20,121055,4569.6,26.49,8159
C6981,3,3,1,4,2,259,4700,470,0.0522,10.0,135,34.81,0.2872,21,18630,4606.0,4.04,9003
C6577,3,1,1,1,2,157,6370,1308,0.4422,4.87,1030,6.18,0.7875,7,73130,6178.9,11.84,2957
C4410,1,3,3,5,3,137,2840,171,0.0184,16.61,117,24.27,0.6842,15,22815,2896.8,7.88,9293
C1091,5,4,1,3,3,298,3190,579,0.2001,5.51,264,12.08,0.456,14,48840,3221.9,15.16,2893
C5771,4,4,1,3,4,84,5130,1854,0.6676,2.77,1515,3.39,0.8172,17,77265,4976.1,15.53,2777
C4208,5,3,2,3,2,259,5260,1309,0.1816,4.02,994,5.29,0.7594,10,135184,5312.6,25.45,7208
C2044,2,1,2,5,4,319,3300,955,0.5018,3.46,515,6.41,0.5393,9,88065,3201.0,27.51,1903
C6950,2,4,2,2,3,41,6600,526,0.0649,12.55,339,19.47,0.6445,13,42375,6732.0,6.29,8104
C4775,3,3,3,5,2,192,3680,1990,0.6256,1.85,467,7.88,0.2347,20,25218,3864.0,6.53,3180
C5384,4,1,1,3,5,42,2700,98,0.0299,27.55,58,46.55,0.5918,27,1740,2808.0,0.62,3277
C3403,4,3,1,3,4,167,7610,860,0.1245,8.85,519,14.66,0.6035,12,92382,7686.1,12.02,6907
C1356,1,4,2,5,4,270,9720,640,0.3912,15.19,635,15.31,0.9922,11,100965,9331.2,10.82,1635
C1713,5,4,2,2,3,49,2460,1841,0.3281,1.34,1295,1.9,0.7034,27,132090,2386.2,55.36,5611
C4177,1,2,2,5,3,67,2990,1057,0.1088,2.83,127,23.54,0.1202,11,17780,2870.4,6.19,9715
C6019,5,2,1,4,3,188,7980,1477,0.182,5.4,152,52.5,0.1029,14,11096,7581.0,1.46,8115
C6358,5,3,1,2,3,306,5520,777,0.4269,7.1,71,77.75,0.0914,19,9372,5630.4,1.66,1820
C3652,5,3,2,1,1,325,4670,1206,0.1247,3.87,49,95.31,0.0406,10,7742,4529.9,1.71,9671
C1058,2,1,3,4,4,209,6520,1145,0.1331,5.69,454,14.36,0.3965,14,50848,6324.4,8.04,8602
C4581,5,4,2,5,4,321,3570,145,0.0146,24.62,23,155.22,0.1586,28,713,3534.3,0.2,9931
C1826,4,1,2,3,2,120,2390,843,0.2071,2.84,20,119.5,0.0237,19,3440,2461.7,1.4,4070
C2563,5,4,3,1,1,289,4830,1346,0.2754,3.59,771,6.26,0.5728,19,74787,4781.7,15.64,4887
C4300,5,2,1,1,4,308,3280,1389,0.5236,2.36,496,6.61,0.3571,30,54560,3247.2,16.8,2652
C4736,5,4,3,5,1,144,5430,494,0.0964,10.99,292,18.6,0.5911,9,21900,5701.5,3.84,5124
C6991,4,3,2,5,2,15,8030,91,0.0365,88.24,35,229.43,0.3846,13,2800,8431.5,0.33,2493
C7863,3,2,2,5,5,96,8710,1259,0.2976,6.92,646,13.48,0.5131,27,49742,9145.5,5.44,4230
C6080,2,3,2,1,1,177,8840,101,0.0398,87.52,48,184.17,0.4752,8,5040,8486.4,0.59,2537
C3695,4,1,2,3,2,40,5200,1269,0.251,4.1,644,8.07,0.5075,18,118496,5148.0,23.02,5055
C2267,2,1,1,4,3,147,5570,985,0.3119,5.65,890,6.26,0.9036,26,138840,5625.7,24.68,3158
C5910,1,2,3,5,3,135,7760,1931,0.7453,4.02,1221,6.36,0.6323,29,238095,8148.0,29.22,2590
C1744,2,1,2,2,5,266,6110,562,0.0938,10.87,456,13.4,0.8114,11,74328,6354.4,11.7,5991
C1100,1,3,2,3,3,328,8800,584,0.2333,15.07,464,18.97,0.7945,11,18560,8712.0,2.13,2503
C9820,4,1,3,1,5,132,5650,1828,0.3461,3.09,74,76.35,0.0405,30,11100,5876.0,1.89,5281
C5653,1,2,3,4,3,228,2490,74,0.0095,33.65,10,249.0,0.1351,23,1830,2614.5,0.7,7789
C9290,5,4,2,1,3,28,9880,1629,0.5734,6.07,32,308.75,0.0196,16,4672,10374.0,0.45,2840
C3953,2,1,2,5,5,275,5490,833,0.3264,6.59,403,13.62,0.4838,14,35867,5270.4,6.81,2552
C8907,4,3,2,1,3,81,2430,112,0.0246,21.7,38,63.95,0.3393,8,6954,2551.5,2.73,4552
C2651,4,1,1,2,1,233,7280,156,0.0366,46.67,44,165.45,0.2821,25,3916,7061.6,0.55,4262
C8979,3,4,3,4,5,148,5700,1138,0.2254,5.01,438,13.01,0.3849,24,68766,5700.0,12.06,5048
C4191,3,4,3,5,4,72,9460,1780,0.5285,5.31,607,15.58,0.341,15,20031,9176.2,2.18,3368
C2210,3,1,2,3,4,133,4790,590,0.1765,8.12,413,11.6,0.7,15,45430,4742.1,9.58,3342
C7060,5,2,1,1,2,65,3110,1996,0.2248,1.56,1380,2.25,0.6914,30,117300,3078.9,38.1,8879
C8093,5,4,1,2,3,230,9800,91,0.0101,107.69,91,107.69,1.0,8,15743,10192.0,1.54,9009
C8593,1,4,1,3,1,186,3560,1845,0.4398,1.93,832,4.28,0.4509,28,59904,3382.0,17.71,4195
C8519,1,3,1,2,2,257,8800,1783,0.667,4.94,1557,5.65,0.8732,29,263133,8536.0,30.83,2673
C6299,4,1,1,2,3,239,3780,1181,0.153,3.2,682,5.54,0.5775,26,130944,3969.0,32.99,7718
C2684,1,3,3,1,3,157,8040,672,0.5758,11.96,316,25.44,0.4702,21,13588,8281.2,1.64,1167
C4397,3,1,1,4,1,106,3410,889,0.3087,3.84,584,5.84,0.6569,17,60152,3444.1,17.47,2879
C5998,2,4,1,5,1,73,4130,954,0.1741,4.33,741,5.57,0.7767,28,125229,4295.2,29.16,5479
C3731,4,3,3,2,2,180,7620,1824,0.2646,4.18,1172,6.5,0.6425,23,35160,7696.2,4.57,6893
C3867,3,1,2,1,2,69,4980,1184,0.3118,4.21,520,9.58,0.4392,26,72800,4830.6,15.07,3797
C5096,4,4,3,5,4,60,6320,1816,0.2728,3.48,922,6.85,0.5077,30,142910,6509.6,21.95,6656
C6811,2,2,3,5,4,319,9490,1834,0.6379,5.17,198,47.93,0.108,13,32076,9205.3,3.48,2875
C6306,5,4,2,3,1,289,6150,1694,0.2802,3.63,355,17.32,0.2096,26,31240,6150.0,5.08,6045
C7707,4,3,2,4,3,157,7780,1772,0.3083,4.39,1277,6.09,0.7207,10,130254,8169.0,15.94,5747
C3381,5,2,2,2,4,302,9320,390,0.0456,23.9,184,50.65,0.4718,16,17296,9692.8,1.78,8552
C9549,5,3,1,4,3,22,9030,1704,0.6349,5.3,882,10.24,0.5176,13,44982,9210.6,4.88,2683
C2492,1,3,1,1,3,229,5750,1377,0.9978,4.18,470,12.23,0.3413,7,73320,5462.5,13.42,1380
C7257,5,4,3,4,4,59,6120,1530,0.3998,4.0,1170,5.23,0.7647,11,215280,5997.6,35.89,3826
C7327,5,1,1,4,4,56,6420,781,0.2883,8.22,729,8.81,0.9334,24,139239,6355.8,21.91,2708
C8365,4,4,1,3,1,203,5980,349,0.0555,17.13,311,19.23,0.8911,25,57224,6279.0,9.11,6288
C5953,2,2,2,4,2,172,8730,681,0.125,12.82,554,15.76,0.8135,25,76452,9166.5,8.34,5448
C3081,2,3,2,2,5,53,2480,1475,0.2291,1.68,29,85.52,0.0197,18,2668,2405.6,1.11,6438
C5505,5,1,3,3,1,231,8960,968,0.2322,9.26,637,14.07,0.6581,12,35035,9139.2,3.83,4168
C2441,5,1,3,1,3,178,8710,305,0.1028,28.56,164,53.11,0.5377,23,5084,9145.5,0.56,2966
C6314,2,4,1,3,2,318,5210,714,0.1515,7.3,465,11.2,0.6513,10,51150,5001.6,10.23,4712
C5834,2,3,2,4,1,8,4940,969,0.1986,5.1,731,6.76,0.7544,13,116229,4841.2,24.01,4879
C4080,2,1,2,5,5,116,7340,488,0.2776,15.04,327,22.45,0.6701,16,47415,7340.0,6.46,1757
C5468,1,2,2,3,4,194,7020,68,0.0069,103.24,24,292.5,0.3529,27,2856,7020.0,0.41,9855
C6822,5,3,1,3,5,324,5300,754,0.1224,7.03,536,9.89,0.7109,20,57352,5459.0,10.51,6160
C3521,3,1,1,1,1,233,8800,1616,0.2981,5.45,852,10.33,0.5272,9,120984,8712.0,13.89,5420
C3725,3,3,3,5,2,334,8840,209,0.0444,42.3,39,226.67,0.1866,28,6357,8486.4,0.75,4707
C4257,2,4,1,4,3,206,2160,1846,0.2266,1.17,670,3.22,0.3629,11,44220,2052.0,21.55,8146
C2710,2,2,3,5,3,119,5760,1031,0.1827,5.59,933,6.17,0.9049,7,34521,5875.2,5.88,5643
C9247,5,3,3,4,4,155,4070,354,0.0377,11.5,215,18.93,0.6073,24,35475,4070.0,8.72,9389
C9280,3,4,3,1,5,327,9380,1395,0.2025,6.72,1376,6.82,0.9864,24,253184,9004.8,28.12,6888
C6381,2,1,1,2,5,316,5170,250,0.0271,20.68,171,30.23,0.684,10,27531,5273.4,5.22,9225
C5150,5,4,3,2,5,140,9450,1211,0.188,7.8,276,34.24,0.2279,7,34500,9072.0,3.8,6441
C2717,3,1,3,2,5,180,4920,643,0.1311,7.65,50,98.4,0.0778,14,6450,5018.4,1.29,4904
C5033,4,3,1,4,4,143,9490,1557,1.1373,6.1,296,32.06,0.1901,25,51208,9110.4,5.62,1369
C6173,4,1,3,2,2,163,9940,755,0.2569,13.17,441,22.54,0.5841,26,86877,9940.0,8.74,2938
C4854,3,3,2,4,3,196,7790,717,0.1391,10.86,647,12.04,0.9024,14,29115,7634.2,3.81,5154
C1497,4,2,1,3,3,58,5380,1797,0.547,2.99,246,21.87,0.1369,10,28536,5595.2,5.1,3285
C9982,5,4,1,5,5,224,4660,1452,0.1802,3.21,1265,3.68,0.8712,7,49335,4846.4,10.18,8057
C1283,5,4,3,3,5,43,3290,764,0.0786,4.31,291,11.31,0.3809,28,58200,3290.0,17.69,9720
C4136,4,4,1,2,3,133,7360,1103,0.6321,6.67,890,8.27,0.8069,24,116590,7360.0,15.84,1744
C4037,1,2,1,1,5,129,8180,1784,0.18,4.59,186,43.98,0.1043,25,5952,8589.0,0.69,9911
C7284,1,1,3,2,3,309,9270,1804,0.6056,5.14,1143,8.11,0.6336,20,99441,9270.0,10.73,2978
C6379,2,3,1,1,1,277,2320,821,0.0949,2.83,218,10.64,0.2655,21,12208,2227.2,5.48,8651
C8219,3,2,3,2,3,255,4270,437,0.0671,9.77,218,19.59,0.4989,22,31828,4312.7,7.38,6512
C9424,4,2,1,1,4,234,9820,201,0.0261,48.86,130,75.54,0.6468,14,11050,9918.2,1.11,7701
C1414,2,3,3,2,1,157,7850,1446,0.2259,5.43,211,37.2,0.1459,7,10339,8242.5,1.25,6401
C1317,4,3,2,1,5,214,9460,1478,0.1544,6.4,921,10.27,0.6231,19,160254,9270.8,17.29,9572
C5675,5,4,1,3,3,134,3760,743,0.0824,5.06,50,75.2,0.0673,21,6250,3760.0,1.66,9016
C4602,4,4,2,4,5,178,4000,1692,0.4561,2.36,1234,3.24,0.7293,14,144378,4080.0,35.39,3709
C8479,5,1,3,1,2,29,6330,283,0.191,22.37,84,75.36,0.2968,18,11928,6013.5,1.98,1481
C9364,1,1,1,5,3,281,2060,697,0.0713,2.96,596,3.46,0.8551,25,111452,2121.8,52.53,9775
C3227,1,4,3,2,4,42,7150,933,0.3523,7.66,907,7.88,0.9721,8,109747,7507.5,14.62,2648
C2057,5,4,1,2,3,297,3780,1629,0.8137,2.32,765,4.94,0.4696,7,31365,3893.4,8.06,2001
C5167,4,4,1,4,1,159,9620,114,0.0288,84.39,53,181.51,0.4649,19,6148,9235.2,0.67,3958
C4578,2,4,3,5,5,83,9840,1950,0.2719,5.05,691,14.24,0.3544,21,29022,9643.2,3.01,7171
C1187,2,3,3,3,1,77,3040,968,0.1794,3.14,659,4.61,0.6808,10,39540,3100.8,12.75,5395
C7175,3,3,1,1,5,164,8600,65,0.0113,132.31,42,204.76,0.6462,27,3066,8686.0,0.35,5752
C4107,3,3,3,4,5,49,5970,1780,0.1874,3.35,35,170.57,0.0197,29,3465,5850.6,0.59,9498
C6717,1,3,3,1,4,309,4900,787,0.113,6.23,634,7.73,0.8056,12,67204,4900.0,13.72,6964
C4255,2,1,2,5,2,243,5010,1783,0.2738,2.81,216,23.19,0.1211,10,15552,5210.4,2.98,6512
C9768,2,2,1,2,2,145,9610,356,0.0943,26.99,89,107.98,0.25,28,4628,9610.0,0.48,3775
C3049,5,3,3,3,2,58,5850,689,0.149,8.49,196,29.85,0.2845,7,29792,6084.0,4.9,4624
C4219,1,1,2,3,1,304,5820,1896,0.267,3.07,128,45.47,0.0675,11,9728,5529.0,1.76,7101
C8974,4,1,2,4,1,282,9790,763,0.0818,12.83,318,30.79,0.4168,28,17172,10279.5,1.67,9327
C1662,2,3,1,2,2,261,8440,1751,0.2021,4.82,871,9.69,0.4974,14,63583,8355.6,7.61,8664
C9053,5,2,2,4,3,322,9400,1962,0.3452,4.79,464,20.26,0.2365,28,76096,9306.0,8.18,5683
C7953,4,4,2,5,4,103,4100,482,0.0526,8.51,149,27.52,0.3091,19,16539,3895.0,4.25,9163
C6725,3,4,2,4,3,185,9430,519,0.144,18.17,460,20.5,0.8863,26,77280,9052.8,8.54,3604
C7311,3,1,1,5,2,228,3970,255,0.054,15.57,237,16.75,0.9294,25,21330,4089.1,5.22,4722
C2621,5,3,2,2,1,309,4300,83,0.0208,51.81,31,138.71,0.3735,7,3131,4128.0,0.76,3990
C2740,4,2,2,2,3,201,9090,1315,0.1744,6.91,264,34.43,0.2008,23,26400,9453.6,2.79,7540
C2099,1,3,2,3,3,92,3180,765,0.1483,4.16,486,6.54,0.6353,15,91854,3084.6,29.78,5158
C1084,1,4,1,4,4,84,8020,182,0.0258,44.07,23,348.7,0.1264,15,3726,7779.4,0.48,7054
C6744,3,3,2,5,5,177,8090,605,0.1012,13.37,308,26.27,0.5091,8,40964,7766.4,5.27,5978
C7831,4,1,1,4,1,88,6900,305,0.0363,22.62,104,66.35,0.341,26,5616,6693.0,0.84,8402
C5824,2,4,3,5,2,190,5350,1919,1.1457,2.79,1388,3.85,0.7233,17,145740,5510.5,26.45,1674
C5104,4,3,3,1,5,3,4830,180,0.0353,26.83,84,57.5,0.4667,17,9576,4781.7,2.0,5099
C4023,2,2,1,4,4,218,8600,593,0.0973,14.5,132,65.15,0.2226,16,4224,9030.0,0.47,6094
C9157,5,1,3,5,2,51,8820,910,0.8742,9.69,804,10.97,0.8835,22,77988,8467.2,9.21,1040
C3302,4,4,1,3,4,228,7120,1852,0.6754,3.84,904,7.88,0.4881,20,169952,7262.4,23.4,2742
C2103,1,3,2,2,3,121,4890,525,0.0789,9.31,193,25.34,0.3676,22,28564,4792.2,5.96,6653
C8033,2,4,1,2,3,76,3780,233,0.0465,16.22,94,40.21,0.4034,29,15322,3780.0,4.05,5010
C7315,4,4,1,5,2,288,6290,883,0.1647,7.12,407,15.45,0.4609,23,66748,5975.5,11.17,5361
C8114,1,3,2,1,3,49,6940,717,0.1474,9.68,341,20.35,0.4756,17,21483,7287.0,2.95,4864
C9125,3,1,1,3,2,3,6820,569,0.0638,11.99,186,36.67,0.3269,19,25668,6956.4,3.69,8918
C4469,5,3,2,1,3,83,2700,384,0.0714,7.03,172,15.7,0.4479,27,20124,2592.0,7.76,5378
C1444,1,2,1,3,3,125,7910,1520,0.7415,5.2,305,25.93,0.2007,19,57340,7910.0,7.25,2049
C5373,4,4,3,5,5,161,3100,533,0.2777,5.82,357,8.68,0.6698,24,68187,2976.0,22.91,1919
C2284,5,4,2,3,4,331,8750,1345,0.2035,6.51,270,32.41,0.2007,8,19170,8662.5,2.21,6609
C5932,4,3,2,1,5,141,9050,1356,0.1913,6.67,837,10.81,0.6173,30,32643,9412.0,3.47,7088
C1269,3,1,2,4,3,211,9680,1633,0.8157,5.93,653,14.82,0.3999,24,85543,10067.2,8.5,2001
C8433,3,1,1,1,2,180,9780,725,0.0734,13.49,584,16.75,0.8055,10,98696,9388.8,10.51,9877
C4957,1,1,3,1,5,133,2340,470,0.058,4.98,38,61.58,0.0809,29,6232,2410.2,2.59,8103
C6303,3,3,2,2,2,226,9900,1513,0.1692,6.54,1512,6.55,0.9993,12,175392,9999.0,17.54,8942
C6667,1,2,1,3,4,128,4250,1877,0.2694,2.26,315,13.49,0.1678,30,34965,4420.0,7.91,6967
C3885,3,4,1,5,1,153,3670,561,0.4456,6.54,10,367.0,0.0178,23,1540,3486.5,0.44,1258
C7293,1,3,3,2,3,111,4450,1899,0.2029,2.34,307,14.5,0.1617,24,52497,4361.0,12.04,9359
C1214,1,1,1,3,4,81,7260,1485,0.4104,4.89,1405,5.17,0.9461,27,126450,7477.8,16.91,3618
C3571,4,4,1,3,2,225,2570,1889,0.1984,1.36,340,7.56,0.18,27,28220,2621.4,10.77,9521
C9108,5,3,1,2,2,241,8440,401,0.07,21.05,258,32.71,0.6434,12,33540,8018.0,4.18,5728
C6011,4,3,3,5,2,80,2520,1060,0.2028,2.38,258,9.77,0.2434,23,36636,2570.4,14.25,5226
C7131,2,1,1,1,4,275,6820,1429,0.1432,4.77,692,9.86,0.4843,17,125944,7161.0,17.59,9979
C9947,5,1,1,2,1,103,7810,227,0.0237,34.41,173,45.14,0.7621,29,6401,8044.3,0.8,9578
C5359,5,3,2,3,4,25,7890,319,0.176,24.73,163,48.4,0.511,9,25428,7811.1,3.26,1812
C9481,4,4,1,3,4,285,8420,434,0.046,19.4,362,23.26,0.8341,18,11946,8167.4,1.46,9434
